ip;asn;holder
2001:470:8bb7::253;6939;HURRICANE
2001:470:8c70:1cb:195c:aefa:26be:a7bf;6939;HURRICANE
2001:470:8f3c:4::5;6939;HURRICANE
2001:470:8f3c:4::b;6939;HURRICANE
2001:470:98e7:1::1;6939;HURRICANE
2001:470:9a86:4::1;6939;HURRICANE
2001:470:a001:2::1;6939;HURRICANE
2001:470:b0af:10::1;6939;HURRICANE
2001:470:b424:10::1;6939;HURRICANE
2001:470:b6d6:9::14;6939;HURRICANE
2001:470:bbec:384::1;6939;HURRICANE
2001:470:c21f:1::3;6939;HURRICANE
2001:470:c21f:2::8;6939;HURRICANE
2001:470:cacf::25;6939;HURRICANE
2001:470:dca7:ffff::1;6939;HURRICANE
2001:470:dca9:1100:1::53;6939;HURRICANE
2001:470:e347:1::1;6939;HURRICANE
2001:470:ecad:1::1;6939;HURRICANE
2001:470:fe99::91;6939;HURRICANE
2001:4860:4860::8844;15169;GOOGLE
2001:4e8:0:4007::11;6327;SHAW
2001:4e8:0:4007::15;6327;SHAW
2001:4e8:0:4008::11;6327;SHAW
2001:4e8:0:4009::11;6327;SHAW
2001:4e8:0:400b::12;6327;SHAW
2001:4e8:0:400c::12;6327;SHAW
2001:550:102:3::11;16409;PBW-COMMUNICATIONS
2001:550:102:5::130;16409;PBW-COMMUNICATIONS
2001:558:feed::1;7922;COMCAST-7922
2001:558:feed::2;7922;COMCAST-7922
2001:559:2be::10;7015;COMCAST-7015
2001:568:ff09:10a::56;-1;NO HOLDER
2001:568:ff09:10b::56;-1;NO HOLDER
2001:568:ff09:10c::53;-1;NO HOLDER
2001:568:ff09:10d::53;-1;NO HOLDER
2001:569:74b5:c00:215:5dff:fe67:5b01;852;ASN852
2001:569:74e7:d20:208:a2ff:fe0f:5bac;852;ASN852
2001:678:1::206;25192;CZNIC-AS - CZ.NIC, z.s.p.o.
2001:678:1::206;200070;CZNIC-AS2 - CZ.NIC, z.s.p.o.
2001:67c:21bc:12::1;200533;INITLAB - Civil associaton Init Lab
2001:67c:22f4:42::1;200490;BODEMS - Felix Annen
2001:720:1014:1::1:71;766;REDIRIS - Entidad Publica Empresarial Red.es
2001:730:3e42:1000::53;6830;LIBERTYGLOBAL - Liberty Global B.V.
2001:730:3e92:1000::36;6830;LIBERTYGLOBAL - Liberty Global B.V.
2001:730:3e92:1000::37;6830;LIBERTYGLOBAL - Liberty Global B.V.
2001:7b8:650:1::44;12859;NL-BIT - BIT BV
2001:7c7:1801:aaaa::;553;BELWUE - Universitaet Stuttgart
2001:7d0:830e:d700:211:d8ff:fe60:6e54;3249;ESTPAK - Telia Eesti AS
2001:861:8b40:2100:36db:9cff:fe90:1dac;5410;BOUYGTEL-ISP - Bouygues Telecom SA
2001:888:0:6::66;3265;XS4ALL-NL - Xs4all Internet BV
2001:888:0:9::99;3265;XS4ALL-NL - Xs4all Internet BV
2001:8a0:702b:9800::1;3243;MEO-RESIDENCIAL - MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
2001:8a0:7104:b100:a236:9fff:fe42:72b4;3243;MEO-RESIDENCIAL - MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
2001:8a0:711c:f200:a236:9fff:fe42:72b4;3243;MEO-RESIDENCIAL - MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
2001:8a0:712e:1900:a236:9fff:fe42:72b4;3243;MEO-RESIDENCIAL - MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
2001:8a0:7133:9800:a236:9fff:fe42:72b4;3243;MEO-RESIDENCIAL - MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
2001:8a0:713a:bd00:a236:9fff:fe42:72b4;3243;MEO-RESIDENCIAL - MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
2001:8a0:713a:e900:a236:9fff:fe42:72b4;3243;MEO-RESIDENCIAL - MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
2001:8a0:713c:d800:a236:9fff:fe42:72b4;3243;MEO-RESIDENCIAL - MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
2001:8a0:713e:ef00:a236:9fff:fe42:72b4;3243;MEO-RESIDENCIAL - MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
2001:8b0::2020;20712;AS20712 - Andrews & Arnold Ltd
2001:8b0::2021;20712;AS20712 - Andrews & Arnold Ltd
2001:8b0:fafa:8023::1;20712;AS20712 - Andrews & Arnold Ltd
2001:8e0:146d:beee::1;8758;IWAY - Iway AG
2001:910:800::12;20766;GITOYEN-MAIN-AS - Association "Gitoyen"
2001:910:800::40;20766;GITOYEN-MAIN-AS - Association "Gitoyen"
2001:913::8;60197;LDN - Lorraine Data Network
2001:980:ea59:0:20e:c4ff:fed4:a6cf;3265;XS4ALL-NL - Xs4all Internet BV
2001:981:4d16:1:0:22:53:1;3265;XS4ALL-NL - Xs4all Internet BV
2001:984:ac89:ffff::1;3265;XS4ALL-NL - Xs4all Internet BV
2001:985:79af:20::31;3265;XS4ALL-NL - Xs4all Internet BV
2001:985:79af:20::32;3265;XS4ALL-NL - Xs4all Internet BV
2001:998:13:3::1;719;ELISA-AS - Elisa Oyj
2001:9b0:10:2104:216:3eff:fead:a8ef;8473;BAHNHOF - Bahnhof AB
2001:9b0:10:2104:216:3eff:fefb:8d1a;8473;BAHNHOF - Bahnhof AB
2001:9b0::53:1;8473;BAHNHOF - Bahnhof AB
2001:9b0::53:2;8473;BAHNHOF - Bahnhof AB
2001:9b1:28fc:b751:20d:b9ff:fe43:4909;8473;BAHNHOF - Bahnhof AB
2001:9b1:efa:9801:1::2;8473;BAHNHOF - Bahnhof AB
2001:b07:2eb:f425::1;12874;FASTWEB - Fastweb SpA
2001:b07:5d2a:6651::1;12874;FASTWEB - Fastweb SpA
2001:b07:5d38:752a::1;12874;FASTWEB - Fastweb SpA
2001:bb8:2001::12;3221;EENET-AS - Haridus- ja Noorteamet
2001:bb8::1;3221;EENET-AS - Haridus- ja Noorteamet
2001:bf7:380::1;44194;FREIFUNK-BERLIN-AS - Foerderverein Freie Netzwerke e.V.
2001:bf7:380::4;44194;FREIFUNK-BERLIN-AS - Foerderverein Freie Netzwerke e.V.
2001:d98:e00::3;18106;VIEWQWEST-SG-AP Viewqwest Pte Ltd
2001:e68:5428:49fc::1;4788;TMNET-AS-AP TM Net
2001:e68:5428:a93b::1;4788;TMNET-AS-AP TM Net
2002:3e2e:3c3d:cafe::1;6939;HURRICANE
2002:3e2e:3c3d:cafe::1;1103;SURFNET-NL - SURFnet bv
2002:3e2f:fe63:cafe::1;6939;HURRICANE
2002:3e2f:fe63:cafe::1;1103;SURFNET-NL - SURFnet bv
2002:5079:8afe:cafe::1;6939;HURRICANE
2002:5079:8afe:cafe::1;1103;SURFNET-NL - SURFnet bv
2002:5079:8cde:cafe::1;6939;HURRICANE
2002:5079:8cde:cafe::1;1103;SURFNET-NL - SURFnet bv
2002:b9ec:a788::dead:beef;6939;HURRICANE
2002:b9ec:a788::dead:beef;1103;SURFNET-NL - SURFnet bv
2003:180:2:4000::53;3320;DTAG - Deutsche Telekom AG
2003:180:2:8000::53;3320;DTAG - Deutsche Telekom AG
2003:56::53;3320;DTAG - Deutsche Telekom AG
2003:c6:2722:a801:92e2:baff:fe3a:a408;3320;DTAG - Deutsche Telekom AG
2003:cb:cf18:8700:20d:b9ff:fe49:5cd9;3320;DTAG - Deutsche Telekom AG
2003:cb:cf40:4400:20d:b9ff:fe49:5cd9;3320;DTAG - Deutsche Telekom AG
2003:d0:3734:1900:b906:219e:39af:e09e;3320;DTAG - Deutsche Telekom AG
2003:d0:373a:2600:d555:69a:932d:3d12;3320;DTAG - Deutsche Telekom AG
2003:db:43c2:6300:d900:f1c2:f334:cf43;3320;DTAG - Deutsche Telekom AG
2003:dd:c708:e800::1;3320;DTAG - Deutsche Telekom AG
2003:dd:c723:6a00::1;3320;DTAG - Deutsche Telekom AG
2003:dd:c723:9200::1;3320;DTAG - Deutsche Telekom AG
2003:dd:c739:200::1;3320;DTAG - Deutsche Telekom AG
2003:e4:9724:b200:d8d:a284:8a9:f90;3320;DTAG - Deutsche Telekom AG
2003:e6:c720:26fc:5054:ff:fe34:e5b9;3320;DTAG - Deutsche Telekom AG
2003:e6:c743:ccfc:5054:ff:fe34:e5b9;3320;DTAG - Deutsche Telekom AG
2003:e6:f19:d6c0::1;3320;DTAG - Deutsche Telekom AG
2003:e6:f1c:d9c0::1;3320;DTAG - Deutsche Telekom AG
2003:e6:f22:c0c0::1;3320;DTAG - Deutsche Telekom AG
2003:e6:f26:aec0::1;3320;DTAG - Deutsche Telekom AG
2003:e6:f43:aec0::1;3320;DTAG - Deutsche Telekom AG
2003:e6:f45:51c0::1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f06:dff1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f07:52f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f07:a9f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f08:27f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f09:18f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f09:eef1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0a:68f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0a:caf1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0b:43f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0b:a9f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0b:c0f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0b:cef1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0c:3f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0c:bf1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0c:faf1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0d:d0f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0e:15f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f0e:b2f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f10:92f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f1b:6ef1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f1b:cbf1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f1d:1af1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f1f:87f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f24:a9f1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f25:ddf1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:ec:2f29:4ff1:20d:b9ff:fe41:e7f1;3320;DTAG - Deutsche Telekom AG
2003:f3:5717:ff00:d267:e5ff:fee9:a612;3320;DTAG - Deutsche Telekom AG
2003:f3:5717:ff01:d267:e5ff:fee9:a612;3320;DTAG - Deutsche Telekom AG
202.142.142.142;4764;WIDEBAND-AS-AP Aussie Broadband
202.142.142.242;4764;WIDEBAND-AS-AP Aussie Broadband
202.73.51.98;18106;VIEWQWEST-SG-AP Viewqwest Pte Ltd
202.73.51.99;18106;VIEWQWEST-SG-AP Viewqwest Pte Ltd
202.74.33.0;55850;TRUSTPOWERLTD-AS-AP TrustPower Ltd
202.74.33.1;55850;TRUSTPOWERLTD-AS-AP TrustPower Ltd
202.88.152.10;17488;HATHWAY-NET-AP Hathway IP Over Cable Internet
202.88.152.8;17488;HATHWAY-NET-AP Hathway IP Over Cable Internet
203.114.128.2;17705;INSPIRENET-AS-AP InSPire Net Ltd
203.114.168.2;17705;INSPIRENET-AS-AP InSPire Net Ltd
203.119.13.77;4622;ID-NIC Indonesia Network Information Center
203.142.82.222;17451;BIZNET-AS-AP BIZNET NETWORKS
203.142.84.222;17451;BIZNET-AS-AP BIZNET NETWORKS
203.165.31.152;9824;JTCL-JP-AS Jupiter Telecommunication Co. Ltd
204.225.221.1;13319;S-I-S
205.171.2.65;209;CENTURYLINK-US-LEGACY-QWEST
205.171.3.25;209;CENTURYLINK-US-LEGACY-QWEST
207.164.234.129;577;BACOM
207.164.234.193;577;BACOM
208.104.2.36;398053;COMPENTERPRISE
208.104.244.45;398053;COMPENTERPRISE
208.201.224.11;7065;SNIC
208.201.224.33;7065;SNIC
208.67.22.222;3257;GTT-BACKBONE - GTT Communications Inc.
208.67.220.123;36692;OPENDNS
208.67.220.220;36692;OPENDNS
208.67.222.222;36692;OPENDNS
209.244.0.3;3356;LEVEL3
210.220.163.82;9318;SKB-AS SK Broadband Co Ltd
210.23.1.3;4844;SUPERINTERNET-AS-AP SuperInternet ACCESS Pte Ltd
210.23.6.60;4844;SUPERINTERNET-AS-AP SuperInternet ACCESS Pte Ltd
211.235.32.100;9976;ICNDP-AS-KR Namincheon Brodcasting Co.
212.1.224.6;12714;TI-AS - Net By Net Holding LLC
212.1.244.6;12714;TI-AS - Net By Net Holding LLC
212.113.177.241;2860;NOS_COMUNICACOES - NOS COMUNICACOES, S.A.
212.114.152.1;8767;MNET-AS - M-net Telekommunikations GmbH
212.114.153.1;8767;MNET-AS - M-net Telekommunikations GmbH
212.186.211.21;6830;LIBERTYGLOBAL - Liberty Global B.V.
212.205.212.205;6799;OTENET-GR - Ote SA (Hellenic Telecommunications Organisation)
212.23.3.100;13037;ZEN-AS - Zen Internet Ltd
212.23.6.100;13037;ZEN-AS - Zen Internet Ltd
212.27.40.240;12322;PROXAD - Free SAS
212.27.40.241;12322;PROXAD - Free SAS
212.27.53.252;12322;PROXAD - Free SAS
