ip;asn;holder
10.160.112.1;-1;NO HOLDER
100.127.75.34;-1;NO HOLDER
100.120.100.80;-1;NO HOLDER
68.1.1.13;22773;ASN-CXA-ALL-CCI-22773-RDC
141.101.72.254;13335;CLOUDFLARENET
192.168.254.1;-1;NO HOLDER
142.254.130.105;11427;TWC-11427-TEXAS
70.125.219.109;11427;TWC-11427-TEXAS
24.175.49.231;11427;TWC-11427-TEXAS
66.109.6.88;7843;TWC-7843-BB
66.109.5.121;7843;TWC-7843-BB
96.120.102.221;7922;COMCAST-7922
24.153.86.9;7922;COMCAST-7922
69.139.160.222;7922;COMCAST-7922
69.139.164.50;7922;COMCAST-7922
10.193.60.1;-1;NO HOLDER
172.18.6.146;-1;NO HOLDER
172.17.3.45;-1;NO HOLDER
172.17.3.118;-1;NO HOLDER
185.149.252.109;202940;ITCNG - ITC NG ltd
10.188.191.52;-1;NO HOLDER
10.188.191.11;-1;NO HOLDER
84.110.49.250;8551;BEZEQ-INTERNATIONAL-AS - Bezeq International-Ltd
10.1.1.1;-1;NO HOLDER
62.219.33.146;8551;BEZEQ-INTERNATIONAL-AS - Bezeq International-Ltd
192.168.2.1;-1;NO HOLDER
96.120.24.253;7922;COMCAST-7922
68.86.115.161;7922;COMCAST-7922
68.86.188.82;7922;COMCAST-7922
68.86.188.93;7922;COMCAST-7922
96.110.37.26;7922;COMCAST-7922
10.12.1.1;-1;NO HOLDER
96.120.120.89;7922;COMCAST-7922
24.124.209.229;7922;COMCAST-7922
162.151.191.34;7922;COMCAST-7922
162.151.191.21;7922;COMCAST-7922
68.87.147.149;7922;COMCAST-7922
76.96.121.242;7922;COMCAST-7922
10.3.0.1;-1;NO HOLDER
96.34.39.221;-1;NO HOLDER
96.34.36.62;-1;NO HOLDER
96.34.2.8;-1;NO HOLDER
96.34.0.139;-1;NO HOLDER
96.34.3.9;-1;NO HOLDER
192.168.200.1;-1;NO HOLDER
96.120.73.89;7922;COMCAST-7922
24.124.224.153;7922;COMCAST-7922
96.110.61.218;7922;COMCAST-7922
68.86.210.113;7922;COMCAST-7922
96.108.49.105;7922;COMCAST-7922
96.110.42.37;7922;COMCAST-7922
96.110.37.70;7922;COMCAST-7922
173.167.58.38;7922;COMCAST-7922
192.168.5.1;-1;NO HOLDER
96.120.77.89;7922;COMCAST-7922
68.86.193.61;7922;COMCAST-7922
162.151.182.217;7922;COMCAST-7922
68.86.211.121;7922;COMCAST-7922
96.110.42.61;7922;COMCAST-7922
96.110.37.78;7922;COMCAST-7922
96.120.11.225;7922;COMCAST-7922
24.124.178.161;7922;COMCAST-7922
96.110.6.221;7922;COMCAST-7922
162.151.60.233;7922;COMCAST-7922
96.110.40.17;7922;COMCAST-7922
96.110.37.130;7922;COMCAST-7922
173.167.57.102;7922;COMCAST-7922
192.168.123.1;-1;NO HOLDER
96.120.4.29;7922;COMCAST-7922
96.110.204.217;7922;COMCAST-7922
96.108.174.81;7922;COMCAST-7922
96.110.43.69;7922;COMCAST-7922
96.110.32.90;7922;COMCAST-7922
50.248.116.222;7922;COMCAST-7922
96.120.74.69;7922;COMCAST-7922
24.124.224.217;7922;COMCAST-7922
96.108.51.58;7922;COMCAST-7922
96.108.51.53;7922;COMCAST-7922
96.110.42.33;7922;COMCAST-7922
96.110.37.66;7922;COMCAST-7922
95.160.150.1;29314;VECTRANET-AS - VECTRA S.A.
172.17.211.1;-1;NO HOLDER
172.17.64.2;-1;NO HOLDER
162.158.100.35;13335;CLOUDFLARENET
62.195.111.1;6830;LIBERTYGLOBAL - Liberty Global B.V.
212.142.51.145;6830;LIBERTYGLOBAL - Liberty Global B.V.
213.51.7.92;33915;TNF-AS - Vodafone Libertel B.V.
78.153.193.24;39122;BLACKNIGHT-AS - Blacknight Internet Solutions Limited
185.6.36.76;2128;INEX - Internet Neutral Exchange Association Company Limited By Guarantee
192.168.50.1;-1;NO HOLDER
81.25.30.129;47913;CERBEROSLB - Cerberos s.r.o.
172.20.50.225;-1;NO HOLDER
172.20.10.1;-1;NO HOLDER
109.234.47.217;42477;CERBEROS - Cerberos s.r.o.
185.255.116.145;57728;HELIOSMB-AS - HELIOS MB s.r.o.
185.255.116.137;57728;HELIOSMB-AS - HELIOS MB s.r.o.
62.115.185.116;1299;TELIANET - Telia Company AB
80.239.194.86;1299;TELIANET - Telia Company AB
192.0.0.1;-1;NO HOLDER
62.214.36.97;8881;VERSATEL - 1&1 Versatel Deutschland GmbH
62.214.37.202;8881;VERSATEL - 1&1 Versatel Deutschland GmbH
192.168.252.134;-1;NO HOLDER
192.168.15.1;-1;NO HOLDER
84.16.6.126;12956;TELEFONICA - TELEFONICA GLOBAL SOLUTIONS SL
5.53.1.11;12956;TELEFONICA - TELEFONICA GLOBAL SOLUTIONS SL
82.218.235.1;8339;KABSI-AS - kabelplus GmbH
195.202.134.9;8339;KABSI-AS - kabelplus GmbH
193.203.0.195;-1;NO HOLDER
216.235.0.24;13657;E-GATE-COMMUNICATIONS
216.235.0.133;13657;E-GATE-COMMUNICATIONS
204.16.202.170;33554;ASN-NEUTRAL-DATA
67.21.225.125;33554;ASN-NEUTRAL-DATA
62.115.144.94;1299;TELIANET - Telia Company AB
62.115.52.138;1299;TELIANET - Telia Company AB
46.19.98.210;49800;GNC-ALFA - GNC-Alfa CJSC
46.19.101.81;49800;GNC-ALFA - GNC-Alfa CJSC
46.19.96.254;49800;GNC-ALFA - GNC-Alfa CJSC
46.19.96.253;49800;GNC-ALFA - GNC-Alfa CJSC
81.235.35.1;3301;TELIANET-SWEDEN - Telia Company AB
81.228.86.41;3301;TELIANET-SWEDEN - Telia Company AB
62.115.123.166;1299;TELIANET - Telia Company AB
62.115.35.155;1299;TELIANET - Telia Company AB
172.19.208.1;-1;NO HOLDER
10.220.130.122;-1;NO HOLDER
10.220.142.133;-1;NO HOLDER
86.120.70.185;8708;RCS-RDS - RCS & RDS SA
192.168.10.1;-1;NO HOLDER
91.157.44.2;719;ELISA-AS - Elisa Oyj
213.192.186.82;6667;EUNET-FINLAND - Elisa Oyj
162.158.236.254;13335;CLOUDFLARENET
72.183.192.1;11427;TWC-11427-TEXAS
24.92.96.213;11427;TWC-11427-TEXAS
24.175.60.234;11427;TWC-11427-TEXAS
24.175.60.220;11427;TWC-11427-TEXAS
90.187.19.22;3209;VODANET - Vodafone GmbH
83.169.179.30;3209;VODANET - Vodafone GmbH
88.134.193.167;3209;VODANET - Vodafone GmbH
145.254.3.92;3209;VODANET - Vodafone GmbH
145.254.2.195;3209;VODANET - Vodafone GmbH
80.81.194.180;-1;NO HOLDER
41.220.0.1;29032;DATANET-UG
192.168.144.15;-1;NO HOLDER
41.220.12.41;29032;DATANET-UG
41.222.1.49;36997;INFOCOM-
197.155.94.158;30844;LIQUID-AS - Liquid Telecommunications Ltd
197.155.94.222;30844;LIQUID-AS - Liquid Telecommunications Ltd
197.155.94.9;30844;LIQUID-AS - Liquid Telecommunications Ltd
197.155.94.82;30844;LIQUID-AS - Liquid Telecommunications Ltd
185.1.15.41;-1;NO HOLDER
192.168.155.1;-1;NO HOLDER
79.97.116.1;6830;LIBERTYGLOBAL - Liberty Global B.V.
109.255.255.254;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.238.42;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.134.110;6830;LIBERTYGLOBAL - Liberty Global B.V.
62.115.172.136;1299;TELIANET - Telia Company AB
62.115.55.14;1299;TELIANET - Telia Company AB
192.168.16.1;-1;NO HOLDER
62.155.246.174;3320;DTAG - Deutsche Telekom AG
217.5.67.194;3320;DTAG - Deutsche Telekom AG
192.168.0.254;-1;NO HOLDER
187.100.179.42;27699;TELEFONICA BRASIL S.A
152.255.175.233;26599;TELEFONICA BRASIL S.A
5.53.6.60;12956;TELEFONICA - TELEFONICA GLOBAL SOLUTIONS SL
5.53.0.157;12956;TELEFONICA - TELEFONICA GLOBAL SOLUTIONS SL
192.168.255.1;-1;NO HOLDER
37.194.18.254;31200;NTK - Novotelecom Ltd
10.245.138.241;-1;NO HOLDER
10.245.138.242;-1;NO HOLDER
193.106.112.5;-1;NO HOLDER
192.168.86.1;-1;NO HOLDER
96.120.70.125;7922;COMCAST-7922
24.124.214.177;7922;COMCAST-7922
96.110.21.158;7922;COMCAST-7922
96.110.22.13;7922;COMCAST-7922
212.142.55.177;6830;LIBERTYGLOBAL - Liberty Global B.V.
10.0.44.1;-1;NO HOLDER
85.195.196.1;13030;INIT7 - Init7 (Switzerland) Ltd.
82.197.163.45;13030;INIT7 - Init7 (Switzerland) Ltd.
82.197.164.89;13030;INIT7 - Init7 (Switzerland) Ltd.
77.109.128.114;13030;INIT7 - Init7 (Switzerland) Ltd.
82.197.163.129;13030;INIT7 - Init7 (Switzerland) Ltd.
77.109.128.237;13030;INIT7 - Init7 (Switzerland) Ltd.
77.109.128.242;13030;INIT7 - Init7 (Switzerland) Ltd.
82.197.168.35;13030;INIT7 - Init7 (Switzerland) Ltd.
194.42.48.14;-1;NO HOLDER
100.68.0.1;-1;NO HOLDER
180.150.0.245;4764;WIDEBAND-AS-AP Aussie Broadband
180.150.0.242;4764;WIDEBAND-AS-AP Aussie Broadband
180.150.0.197;4764;WIDEBAND-AS-AP Aussie Broadband
180.150.2.103;4764;WIDEBAND-AS-AP Aussie Broadband
218.100.78.12;-1;NO HOLDER
67.34.6.1;7018;ATT-INTERNET4
70.159.208.79;7018;ATT-INTERNET4
70.159.208.179;7018;ATT-INTERNET4
12.122.154.162;7018;ATT-INTERNET4
12.122.28.153;7018;ATT-INTERNET4
192.168.160.1;-1;NO HOLDER
184.160.25.1;5769;VIDEOTRON
216.113.124.38;5769;VIDEOTRON
162.158.124.82;13335;CLOUDFLARENET
194.149.169.246;-1;NO HOLDER
154.54.61.21;174;COGENT-174
154.54.60.126;174;COGENT-174
149.11.0.126;174;COGENT-174
213.59.207.156;12389;ROSTELECOM-AS - PJSC Rostelecom
87.226.146.38;12389;ROSTELECOM-AS - PJSC Rostelecom
87.226.181.85;12389;ROSTELECOM-AS - PJSC Rostelecom
95.71.2.226;12389;ROSTELECOM-AS - PJSC Rostelecom
62.155.243.52;3320;DTAG - Deutsche Telekom AG
217.5.116.90;3320;DTAG - Deutsche Telekom AG
195.22.214.167;6762;SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A.
108.208.24.1;7018;ATT-INTERNET4
71.157.6.112;7018;ATT-INTERNET4
12.240.209.42;7018;ATT-INTERNET4
12.122.2.69;7018;ATT-INTERNET4
12.122.129.97;7018;ATT-INTERNET4
206.82.129.18;6453;AS6453
206.82.129.227;6453;AS6453
192.168.0.123;-1;NO HOLDER
10.100.0.2;-1;NO HOLDER
188.43.9.30;20485;TRANSTELECOM - Joint Stock Company TransTeleCom
217.150.55.234;20485;TRANSTELECOM - Joint Stock Company TransTeleCom
188.43.3.65;20485;TRANSTELECOM - Joint Stock Company TransTeleCom
100.82.0.1;-1;NO HOLDER
212.188.1.106;8359;MTS - MTS PJSC
212.188.1.105;8359;MTS - MTS PJSC
212.188.33.197;8359;MTS - MTS PJSC
92.105.52.1;3303;SWISSCOM - Swisscom (Schweiz) AG
10.140.40.24;-1;NO HOLDER
193.134.95.214;-1;NO HOLDER
138.187.129.86;3303;SWISSCOM - Swisscom (Schweiz) AG
91.206.52.192;-1;NO HOLDER
100.81.0.0;-1;NO HOLDER
10.1.1.2;-1;NO HOLDER
10.1.1.36;-1;NO HOLDER
178.176.136.84;31133;MF-MGSM-AS - PJSC MegaFon
83.169.204.50;31133;MF-MGSM-AS - PJSC MegaFon
10.10.112.254;-1;NO HOLDER
51.148.72.21;13037;ZEN-AS - Zen Internet Ltd
51.148.73.158;13037;ZEN-AS - Zen Internet Ltd
51.148.73.153;13037;ZEN-AS - Zen Internet Ltd
5.57.81.75;-1;NO HOLDER
10.9.164.1;-1;NO HOLDER
10.199.0.1;-1;NO HOLDER
62.201.16.100;31349;A-NET - a-net Liberec s.r.o.
194.31.188.97;209810;NETCORESERVICES - Netcore services s.r.o.
194.31.188.44;209810;NETCORESERVICES - Netcore services s.r.o.
194.31.188.33;209810;NETCORESERVICES - Netcore services s.r.o.
185.99.68.130;42000;KAORA - Futruy s.r.o.
91.210.16.171;-1;NO HOLDER
192.168.179.1;-1;NO HOLDER
81.210.141.116;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.196.97;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.138.198;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.134.221;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.137.210;6830;LIBERTYGLOBAL - Liberty Global B.V.
195.219.50.106;6453;AS6453
195.219.50.174;6453;AS6453
195.219.148.122;6453;AS6453
10.0.0.254;-1;NO HOLDER
78.20.0.1;6848;TELENET-AS - Telenet BVBA
213.224.206.113;6848;TELENET-AS - Telenet BVBA
213.224.250.113;6848;TELENET-AS - Telenet BVBA
213.224.125.15;6848;TELENET-AS - Telenet BVBA
4.69.136.42;3356;LEVEL3
212.3.237.170;3356;LEVEL3
80.1.225.29;5089;NTL - Virgin Media Limited
213.105.159.234;5089;NTL - Virgin Media Limited
62.253.175.34;5089;NTL - Virgin Media Limited
212.250.14.2;5089;NTL - Virgin Media Limited
84.197.48.1;6848;TELENET-AS - Telenet BVBA
213.224.204.25;6848;TELENET-AS - Telenet BVBA
213.224.250.111;6848;TELENET-AS - Telenet BVBA
4.68.70.53;3356;LEVEL3
4.69.137.70;3356;LEVEL3
204.225.221.1;13319;S-I-S
209.87.239.228;13319;S-I-S
209.87.239.129;13319;S-I-S
207.35.11.17;577;BACOM
64.230.95.200;-1;NO HOLDER
64.230.79.125;-1;NO HOLDER
64.230.79.146;-1;NO HOLDER
64.230.79.91;-1;NO HOLDER
198.32.118.206;-1;NO HOLDER
84.59.211.1;3209;VODANET - Vodafone GmbH
88.79.29.252;3209;VODANET - Vodafone GmbH
188.111.206.125;3209;VODANET - Vodafone GmbH
92.79.215.114;3209;VODANET - Vodafone GmbH
145.254.2.179;3209;VODANET - Vodafone GmbH
100.65.80.1;-1;NO HOLDER
89.150.70.4;-1;NO HOLDER
89.150.69.250;-1;NO HOLDER
89.150.64.26;-1;NO HOLDER
89.150.64.25;-1;NO HOLDER
89.150.64.10;-1;NO HOLDER
89.150.69.66;-1;NO HOLDER
217.74.211.104;31027;GLOBALCONNECT-AS - GlobalConnect NN A/S
93.176.95.152;31027;GLOBALCONNECT-AS - GlobalConnect NN A/S
93.176.93.32;31027;GLOBALCONNECT-AS - GlobalConnect NN A/S
213.219.132.35;9031;EDPNET - EDPNET NV
212.71.11.61;9031;EDPNET - EDPNET NV
212.71.11.114;9031;EDPNET - EDPNET NV
185.1.55.18;-1;NO HOLDER
185.1.55.41;-1;NO HOLDER
10.1.16.1;-1;NO HOLDER
5.103.23.108;44869;FIBIA-P-S - FIBIA P/S
46.21.38.164;44869;FIBIA-P-S - FIBIA P/S
80.71.67.232;44869;FIBIA-P-S - FIBIA P/S
46.21.35.239;44869;FIBIA-P-S - FIBIA P/S
80.71.64.182;44869;FIBIA-P-S - FIBIA P/S
80.71.64.180;44869;FIBIA-P-S - FIBIA P/S
10.11.12.1;-1;NO HOLDER
66.96.192.3;56300;MYREPUBLIC-SG MyRepublic Ltd.
103.6.148.37;132132;REPUBLICTELECOM-SG MyRepublic Ltd.
103.6.148.13;132132;REPUBLICTELECOM-SG MyRepublic Ltd.
27.111.228.132;-1;NO HOLDER
192.168.0.253;-1;NO HOLDER
212.71.11.253;9031;EDPNET - EDPNET NV
212.71.1.230;9031;EDPNET - EDPNET NV
213.228.116.21;12389;ROSTELECOM-AS - PJSC Rostelecom
213.228.109.44;12389;ROSTELECOM-AS - PJSC Rostelecom
93.100.210.1;35807;SKYNET-SPB-AS - SkyNet Ltd.
185.37.128.153;35807;SKYNET-SPB-AS - SkyNet Ltd.
194.226.100.129;-1;NO HOLDER
10.2.0.1;-1;NO HOLDER
86.49.55.193;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.221.225;6830;LIBERTYGLOBAL - Liberty Global B.V.
84.116.136.169;6830;LIBERTYGLOBAL - Liberty Global B.V.
213.46.180.82;6830;LIBERTYGLOBAL - Liberty Global B.V.
185.134.36.1;8416;INFOLINE-AS - Infoline Ltd.
178.163.126.253;8416;INFOLINE-AS - Infoline Ltd.
81.23.179.221;8416;INFOLINE-AS - Infoline Ltd.
81.23.179.222;8416;INFOLINE-AS - Infoline Ltd.
87.226.167.17;12389;ROSTELECOM-AS - PJSC Rostelecom
96.120.74.189;7922;COMCAST-7922
68.86.154.121;7922;COMCAST-7922
96.108.8.5;7922;COMCAST-7922
96.108.142.237;7922;COMCAST-7922
96.110.42.45;7922;COMCAST-7922
206.248.155.244;5645;TEKSAVVY
69.196.136.172;5645;TEKSAVVY
206.108.34.208;-1;NO HOLDER
10.1.0.1;-1;NO HOLDER
96.76.225.46;7922;COMCAST-7922
96.120.41.141;7922;COMCAST-7922
96.110.96.81;7922;COMCAST-7922
68.86.123.189;7922;COMCAST-7922
69.252.92.110;7922;COMCAST-7922
192.168.250.1;-1;NO HOLDER
82.119.84.209;8262;EVOLINK-AS - Evolink AD
85.14.2.135;8262;EVOLINK-AS - Evolink AD
192.168.86.254;-1;NO HOLDER
62.169.244.30;25472;WIND-AS - WIND HELLAS TELECOMMUNICATIONS SA
62.169.241.246;25472;WIND-AS - WIND HELLAS TELECOMMUNICATIONS SA
62.169.249.93;25472;WIND-AS - WIND HELLAS TELECOMMUNICATIONS SA
62.169.252.250;25472;WIND-AS - WIND HELLAS TELECOMMUNICATIONS SA
176.126.38.5;-1;NO HOLDER
84.192.160.1;6848;TELENET-AS - Telenet BVBA
213.224.205.1;6848;TELENET-AS - Telenet BVBA
213.224.250.121;6848;TELENET-AS - Telenet BVBA
10.24.49.134;-1;NO HOLDER
91.183.241.200;5432;PROXIMUS-ISP-AS - Proximus NV
142.254.145.1;10796;TWC-10796-MIDWEST
24.29.2.241;10796;TWC-10796-MIDWEST
65.29.38.16;10796;TWC-10796-MIDWEST
65.29.1.46;10796;TWC-10796-MIDWEST
66.109.6.66;7843;TWC-7843-BB
66.109.6.30;7843;TWC-7843-BB
88.91.209.1;2119;TELENOR-NEXTEL - Telenor Norge AS
146.172.102.161;2119;TELENOR-NEXTEL - Telenor Norge AS
146.172.21.62;2119;TELENOR-NEXTEL - Telenor Norge AS
146.172.20.233;2119;TELENOR-NEXTEL - Telenor Norge AS
146.172.105.49;2119;TELENOR-NEXTEL - Telenor Norge AS
148.122.8.126;2119;TELENOR-NEXTEL - Telenor Norge AS
213.16.246.10;1241;FORTHNET-GR - Forthnet
213.16.247.153;1241;FORTHNET-GR - Forthnet
62.1.110.205;1241;FORTHNET-GR - Forthnet
62.1.110.217;1241;FORTHNET-GR - Forthnet
78.23.24.1;6848;TELENET-AS - Telenet BVBA
213.224.206.146;6848;TELENET-AS - Telenet BVBA
195.216.49.252;57084;BJAREKRAFT - Bjare Kraft AB
213.187.192.29;3246;TDCSONG - Tele2 Sverige AB
88.131.143.169;3246;TDCSONG - Tele2 Sverige AB
130.244.200.88;1257;SWIPNET - TELE2
212.237.192.246;-1;NO HOLDER
185.91.186.1;47116;INTELLIHOME-AS - Intellihome Tavkozlesi Szolgaltato Kft
93.189.112.9;47116;INTELLIHOME-AS - Intellihome Tavkozlesi Szolgaltato Kft
87.245.213.149;9002;RETN-AS - RETN Limited
87.245.233.137;9002;RETN-AS - RETN Limited
192.168.36.1;-1;NO HOLDER
172.20.59.1;-1;NO HOLDER
192.168.34.254;-1;NO HOLDER
80.74.254.37;21267;WAVENET-AS - Wavenet Limited
80.74.253.114;21267;WAVENET-AS - Wavenet Limited
80.74.253.113;21267;WAVENET-AS - Wavenet Limited
31.192.96.166;21267;WAVENET-AS - Wavenet Limited
80.74.240.221;21267;WAVENET-AS - Wavenet Limited
195.26.32.12;21267;WAVENET-AS - Wavenet Limited
195.99.110.10;2856;BT-UK-AS - British Telecommunications PLC
217.32.170.177;2856;BT-UK-AS - British Telecommunications PLC
